               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.048848,            0.021957,            0.001804,             0.21328,                0.46,             0.18935,            0.082877,            0.036277,           0.0082641,           0.0061798,             0.00901,             0.00901,             0.00901
                  22,            0.041437,            0.021317,           0.0017729,             0.41139,                 0.4,             0.32053,             0.12883,            0.040067,           0.0085506,           0.0083282,           0.0089605,           0.0089605,           0.0089605
                  23,            0.044634,            0.021057,            0.001401,             0.59377,                0.38,             0.50491,             0.21037,            0.038288,            0.007175,            0.005574,            0.008911,            0.008911,            0.008911
                  24,            0.045877,            0.021434,           0.0016411,             0.50214,             0.50436,             0.48284,             0.22939,            0.038954,            0.007279,           0.0053696,           0.0088615,           0.0088615,           0.0088615
                  25,            0.047184,            0.018473,           0.0015994,             0.69975,                0.56,             0.56265,             0.28846,            0.040779,           0.0072133,           0.0045151,            0.008812,            0.008812,            0.008812
                  26,            0.039362,            0.022084,           0.0014334,             0.70168,                 0.5,             0.56133,             0.28921,            0.040026,           0.0074182,           0.0028984,           0.0087625,           0.0087625,           0.0087625
                  27,            0.038072,            0.020864,           0.0012504,             0.60393,             0.54903,             0.57135,             0.29188,            0.030588,           0.0076771,           0.0013693,            0.008713,            0.008713,            0.008713
                  28,            0.039566,            0.020263,           0.0014483,             0.48699,                 0.6,             0.44752,             0.20072,            0.035023,           0.0068426,           0.0011944,           0.0086635,           0.0086635,           0.0086635
                  29,            0.037775,            0.019812,           0.0013261,             0.58541,             0.59314,             0.52999,              0.2795,            0.031126,           0.0071193,            0.001122,            0.008614,            0.008614,            0.008614
                  30,            0.048732,            0.022538,           0.0018129,             0.73708,                0.66,             0.69545,             0.31747,            0.029311,           0.0075475,            0.001085,           0.0085645,           0.0085645,           0.0085645
                  31,            0.032121,            0.021941,           0.0011767,             0.71504,             0.70263,             0.66897,             0.29953,            0.031709,           0.0070904,             0.00117,            0.008515,            0.008515,            0.008515
                  32,            0.043919,            0.019617,           0.0013268,             0.59459,                 0.7,             0.59137,             0.26814,            0.028124,           0.0074064,            0.001174,           0.0084655,           0.0084655,           0.0084655
                  33,            0.042409,            0.018336,           0.0013086,             0.80026,                 0.7,             0.71151,             0.32345,            0.025996,           0.0074285,           0.0013376,            0.008416,            0.008416,            0.008416
                  34,            0.041894,             0.02343,           0.0014086,             0.65043,             0.70712,             0.64804,             0.32383,            0.027902,           0.0073801,           0.0013407,           0.0083665,           0.0083665,           0.0083665
                  35,            0.035484,            0.019845,             0.00116,             0.65931,             0.69672,             0.56618,             0.28008,            0.027601,           0.0075348,           0.0012968,            0.008317,            0.008317,            0.008317
                  36,            0.044469,            0.031353,           0.0015397,             0.66889,                0.72,             0.60309,             0.30477,            0.027444,           0.0072439,           0.0012959,           0.0082675,           0.0082675,           0.0082675
                  37,            0.039727,            0.021911,           0.0011624,             0.77858,                 0.6,             0.66194,             0.30793,            0.027926,           0.0073044,           0.0012779,            0.008218,            0.008218,            0.008218
                  38,            0.029475,            0.017991,          0.00097859,             0.67863,                0.54,             0.57201,             0.31331,            0.026246,           0.0083688,           0.0009984,           0.0081685,           0.0081685,           0.0081685
                  39,             0.03624,            0.022709,           0.0010069,             0.74901,                0.62,             0.64188,             0.21836,            0.028065,            0.008981,           0.0010723,            0.008119,            0.008119,            0.008119
                  40,            0.031888,            0.021182,          0.00084687,             0.64691,             0.62298,             0.62423,             0.30308,            0.030779,           0.0076863,            0.001944,           0.0080695,           0.0080695,           0.0080695
                  41,            0.036427,            0.016721,          0.00099586,             0.38058,             0.51616,             0.33644,             0.13191,            0.034775,           0.0071526,           0.0032875,             0.00802,             0.00802,             0.00802
                  42,            0.036229,            0.017452,           0.0010088,             0.65715,             0.49838,              0.5821,             0.26624,            0.030179,           0.0077568,           0.0025131,           0.0079705,           0.0079705,           0.0079705
                  43,            0.035505,            0.018308,          0.00077947,             0.73063,             0.48837,              0.6111,             0.25304,            0.032723,           0.0073201,           0.0025082,            0.007921,            0.007921,            0.007921
                  44,            0.043269,            0.019789,           0.0008161,             0.74669,                0.48,             0.58658,              0.2837,            0.031589,           0.0075599,           0.0023668,           0.0078715,           0.0078715,           0.0078715
                  45,            0.038572,            0.017057,           0.0012459,             0.77777,                0.46,             0.60866,             0.28569,            0.030833,           0.0075784,           0.0017883,            0.007822,            0.007822,            0.007822
                  46,            0.045689,            0.021104,          0.00094415,             0.62452,                0.62,             0.64139,             0.29789,            0.030518,           0.0076727,           0.0014595,           0.0077725,           0.0077725,           0.0077725
                  47,            0.040994,            0.018497,           0.0009638,             0.67873,                0.52,             0.60644,             0.28695,            0.031597,           0.0079116,           0.0017811,            0.007723,            0.007723,            0.007723
                  48,            0.032925,            0.017695,          0.00076035,             0.69462,              0.5915,             0.67841,             0.23651,            0.032842,             0.00659,           0.0014091,           0.0076735,           0.0076735,           0.0076735
                  49,            0.039668,            0.018749,          0.00075778,             0.81327,                 0.7,             0.74093,              0.3801,            0.028326,           0.0066139,            0.001338,            0.007624,            0.007624,            0.007624
                  50,             0.03849,            0.023187,          0.00080252,             0.89046,                0.76,             0.77535,             0.45373,            0.026776,           0.0063566,           0.0010401,           0.0075745,           0.0075745,           0.0075745
                  51,            0.034815,            0.018548,          0.00078604,             0.88393,             0.76159,             0.80387,             0.38784,            0.028074,           0.0063519,          0.00082436,            0.007525,            0.007525,            0.007525
                  52,            0.030636,             0.01898,          0.00073014,             0.84281,             0.75076,             0.79132,             0.45905,            0.027487,           0.0063155,           0.0008976,           0.0074755,           0.0074755,           0.0074755
                  53,            0.030291,            0.014435,          0.00092429,             0.86573,             0.77383,             0.81604,             0.38956,            0.028375,           0.0059561,          0.00084367,            0.007426,            0.007426,            0.007426
                  54,            0.025594,            0.016299,          0.00080809,              0.9296,                0.72,             0.83181,             0.47621,            0.027378,             0.00576,          0.00079842,           0.0073765,           0.0073765,           0.0073765
                  55,            0.033092,            0.019485,          0.00073927,             0.85771,                0.76,             0.82116,              0.4368,             0.02965,           0.0058068,          0.00085869,            0.007327,            0.007327,            0.007327
                  56,            0.035693,            0.019612,          0.00069043,              0.8302,                0.86,             0.84718,             0.46405,            0.028314,           0.0057271,          0.00084114,           0.0072775,           0.0072775,           0.0072775
                  57,            0.027766,            0.016181,          0.00071317,             0.87048,             0.80657,             0.82419,             0.45581,            0.030629,           0.0058534,          0.00095768,            0.007228,            0.007228,            0.007228
                  58,            0.033289,            0.015592,          0.00070358,             0.72797,                0.74,              0.6884,             0.34344,            0.032022,           0.0055523,          0.00084457,           0.0071785,           0.0071785,           0.0071785
                  59,            0.029971,            0.017589,          0.00066482,             0.89084,             0.81619,             0.83606,             0.50592,            0.029541,           0.0054729,          0.00084496,            0.007129,            0.007129,            0.007129
                  60,               0.038,            0.017696,          0.00072216,             0.89397,             0.84315,             0.85873,             0.48316,            0.028457,            0.005478,          0.00080357,           0.0070795,           0.0070795,           0.0070795
                  61,            0.032669,            0.017152,          0.00071135,             0.89917,                0.86,              0.8573,             0.49366,            0.028118,           0.0056133,          0.00084076,             0.00703,             0.00703,             0.00703
                  62,            0.028018,            0.017128,          0.00061557,             0.89113,                0.82,             0.84878,              0.4032,            0.029074,           0.0054598,          0.00082159,           0.0069805,           0.0069805,           0.0069805
                  63,            0.028678,            0.015883,          0.00068227,             0.90928,             0.80183,             0.85663,             0.48267,            0.026594,           0.0054706,          0.00088558,            0.006931,            0.006931,            0.006931
                  64,            0.031179,            0.019358,          0.00078334,             0.85731,                0.86,             0.85848,             0.49446,            0.026275,           0.0055182,           0.0010236,           0.0068815,           0.0068815,           0.0068815
                  65,            0.032839,             0.01571,          0.00075173,             0.79822,                0.82,              0.8359,             0.37874,            0.030288,           0.0054503,           0.0010731,            0.006832,            0.006832,            0.006832
                  66,            0.042987,            0.022714,          0.00090926,              0.8754,             0.84312,              0.8702,             0.47765,            0.027526,           0.0054612,          0.00093918,           0.0067825,           0.0067825,           0.0067825
                  67,            0.032255,             0.01647,            0.000631,             0.93037,             0.80171,             0.86579,             0.52187,             0.02663,           0.0056334,          0.00089369,            0.006733,            0.006733,            0.006733
                  68,            0.025268,            0.016657,          0.00060693,             0.89442,                0.86,             0.85785,             0.45782,            0.026234,           0.0055656,           0.0008359,           0.0066835,           0.0066835,           0.0066835
                  69,            0.026167,            0.015707,          0.00057413,             0.93042,                0.86,             0.87355,             0.53526,            0.027852,           0.0055036,           0.0008708,            0.006634,            0.006634,            0.006634
                  70,            0.024791,            0.015526,           0.0007321,             0.93332,             0.83979,             0.86892,             0.54938,            0.026597,            0.005439,          0.00080729,           0.0065845,           0.0065845,           0.0065845
                  71,            0.024071,            0.014513,          0.00062686,             0.93174,             0.81907,             0.84994,             0.52973,            0.026839,           0.0054884,          0.00080338,            0.006535,            0.006535,            0.006535
                  72,            0.023786,            0.017041,          0.00061992,             0.89206,             0.82658,             0.84812,             0.47753,            0.030592,           0.0052816,          0.00084343,           0.0064855,           0.0064855,           0.0064855
                  73,             0.02833,            0.013916,          0.00059731,             0.96768,                0.78,             0.83617,             0.47158,            0.029655,           0.0054768,          0.00080938,            0.006436,            0.006436,            0.006436
                  74,            0.026274,            0.016071,          0.00062862,              0.8658,                0.84,             0.84838,             0.52691,            0.027609,           0.0052726,          0.00077543,           0.0063865,           0.0063865,           0.0063865
                  75,            0.030825,            0.014689,          0.00063893,             0.94512,                0.82,             0.85033,             0.54228,            0.026986,            0.005362,          0.00071745,            0.006337,            0.006337,            0.006337
                  76,            0.031191,            0.016026,          0.00071277,             0.86445,                0.84,              0.8506,             0.52463,            0.027376,           0.0054195,           0.0007123,           0.0062875,           0.0062875,           0.0062875
                  77,            0.025724,            0.015809,          0.00056496,             0.84071,                0.82,             0.83717,             0.48336,            0.026294,           0.0058872,           0.0007144,            0.006238,            0.006238,            0.006238
                  78,              0.0192,            0.013864,          0.00043643,             0.83449,              0.8068,             0.83392,             0.47876,             0.02699,           0.0060039,          0.00076885,           0.0061885,           0.0061885,           0.0061885
                  79,             0.03351,            0.016773,          0.00066142,             0.93178,             0.81957,               0.862,             0.50856,            0.025842,           0.0056732,          0.00068622,            0.006139,            0.006139,            0.006139
                  80,            0.024182,            0.014622,          0.00053502,             0.88118,                0.82,             0.85981,              0.5022,             0.02507,           0.0056786,          0.00070105,           0.0060895,           0.0060895,           0.0060895
                  81,             0.02926,            0.017211,          0.00054274,             0.93179,                0.84,             0.87193,             0.51936,            0.025259,           0.0055493,          0.00066991,             0.00604,             0.00604,             0.00604
                  82,            0.032505,             0.01605,          0.00074163,             0.93564,                0.84,             0.89365,             0.45204,            0.023885,           0.0055084,          0.00061936,           0.0059905,           0.0059905,           0.0059905
                  83,            0.022855,            0.015566,          0.00063271,             0.95541,             0.85703,             0.89506,             0.55432,            0.022827,            0.005429,          0.00061865,            0.005941,            0.005941,            0.005941
                  84,            0.022835,            0.013067,          0.00049565,             0.91354,             0.84531,             0.88035,             0.49276,            0.023873,             0.00553,          0.00061412,           0.0058915,           0.0058915,           0.0058915
                  85,            0.026525,            0.017284,          0.00075249,             0.89297,             0.83443,             0.83829,             0.48879,            0.025491,           0.0057414,          0.00070658,            0.005842,            0.005842,            0.005842
                  86,            0.028787,            0.014671,          0.00067986,             0.91087,             0.81763,             0.82576,             0.45393,             0.02537,           0.0057811,          0.00069623,           0.0057925,           0.0057925,           0.0057925
                  87,            0.029894,            0.014961,             0.00068,             0.90447,                0.82,             0.85515,             0.43549,              0.0255,           0.0056811,          0.00061836,            0.005743,            0.005743,            0.005743
                  88,            0.020833,            0.014089,          0.00052925,             0.85749,             0.84246,             0.84367,             0.44166,            0.024027,           0.0058663,          0.00059869,           0.0056935,           0.0056935,           0.0056935
                  89,            0.028988,            0.013492,          0.00058713,             0.91105,              0.8194,             0.83501,             0.42139,            0.025751,           0.0059687,          0.00061798,            0.005644,            0.005644,            0.005644
                  90,            0.018402,            0.014401,          0.00049194,             0.88668,                0.82,             0.85692,             0.50416,            0.024951,           0.0058702,          0.00059159,           0.0055945,           0.0055945,           0.0055945
                  91,             0.02323,            0.015222,          0.00051086,             0.90555,                0.82,             0.87309,             0.52868,            0.023233,           0.0056947,          0.00054574,            0.005545,            0.005545,            0.005545
                  92,            0.022285,            0.016004,           0.0004863,             0.87176,             0.81581,             0.86546,             0.46584,            0.026764,            0.005653,          0.00055966,           0.0054955,           0.0054955,           0.0054955
                  93,            0.019319,            0.011589,          0.00045444,             0.90435,                0.82,             0.87422,             0.52644,            0.023477,            0.005753,          0.00057621,            0.005446,            0.005446,            0.005446
                  94,            0.023423,            0.016599,          0.00056814,             0.88404,                 0.8,             0.83808,             0.47551,            0.023996,           0.0059355,          0.00060282,           0.0053965,           0.0053965,           0.0053965
                  95,            0.019169,             0.01185,          0.00054907,             0.85688,             0.83822,             0.85039,             0.49234,            0.024374,           0.0059076,          0.00060554,            0.005347,            0.005347,            0.005347
                  96,            0.027674,            0.015197,          0.00072665,             0.91245,             0.83389,             0.86112,             0.51077,            0.023827,           0.0059366,          0.00063233,           0.0052975,           0.0052975,           0.0052975
                  97,            0.025921,            0.013252,          0.00049853,             0.80023,                0.82,              0.8388,              0.4903,            0.024014,           0.0058623,          0.00063372,            0.005248,            0.005248,            0.005248
                  98,            0.029302,            0.013495,          0.00055692,             0.86555,                 0.8,             0.83602,             0.53251,            0.023581,           0.0060253,          0.00064425,           0.0051985,           0.0051985,           0.0051985
                  99,            0.020566,            0.013079,          0.00049261,             0.88827,                0.82,             0.86727,             0.53544,            0.022307,           0.0058333,          0.00060959,            0.005149,            0.005149,            0.005149
                 100,            0.022413,            0.013187,          0.00042226,             0.86614,                0.82,             0.85443,             0.54341,            0.023523,           0.0057397,          0.00061388,           0.0050995,           0.0050995,           0.0050995
                 101,            0.029746,             0.01387,          0.00063581,             0.91238,             0.83312,             0.87453,             0.53837,            0.023456,            0.005704,          0.00057497,             0.00505,             0.00505,             0.00505
                 102,            0.029801,            0.013882,          0.00049803,             0.91051,             0.81408,              0.8704,             0.53728,            0.022892,           0.0056079,          0.00052352,           0.0050005,           0.0050005,           0.0050005
                 103,            0.031478,            0.015794,           0.0010348,             0.91287,             0.83819,             0.88047,             0.58004,            0.020219,           0.0055875,          0.00045836,            0.004951,            0.004951,            0.004951
                 104,            0.019007,            0.013998,          0.00040372,             0.87696,             0.85539,             0.87767,              0.5754,            0.019701,           0.0056014,          0.00044529,           0.0049015,           0.0049015,           0.0049015
                 105,            0.028325,            0.016746,          0.00059023,             0.86693,                0.86,             0.87455,             0.53226,            0.020004,           0.0056494,          0.00042672,            0.004852,            0.004852,            0.004852
                 106,            0.021842,            0.012977,          0.00067165,             0.91321,                0.84,             0.88153,             0.56305,            0.021326,           0.0054297,          0.00041413,           0.0048025,           0.0048025,           0.0048025
                 107,            0.023353,            0.012223,          0.00054136,             0.95546,             0.85807,             0.87328,             0.55821,            0.020615,           0.0053245,          0.00041561,            0.004753,            0.004753,            0.004753
                 108,            0.023504,            0.012212,          0.00052821,             0.88707,                0.84,             0.86711,             0.54653,            0.022234,            0.005173,          0.00042219,           0.0047035,           0.0047035,           0.0047035
                 109,            0.025461,            0.013719,          0.00047145,             0.89306,                0.88,             0.86808,             0.53886,            0.021572,           0.0053895,          0.00042677,            0.004654,            0.004654,            0.004654
                 110,            0.026424,             0.01355,          0.00056564,             0.93256,             0.82981,             0.85552,             0.56191,            0.022876,             0.00529,          0.00048323,           0.0046045,           0.0046045,           0.0046045
                 111,            0.026967,            0.014962,          0.00059395,             0.90601,                0.82,             0.83881,             0.52209,             0.02236,           0.0055794,          0.00048904,            0.004555,            0.004555,            0.004555
                 112,            0.021769,            0.014746,          0.00039087,             0.91288,             0.83827,             0.83761,             0.53102,             0.02169,           0.0057626,          0.00048757,           0.0045055,           0.0045055,           0.0045055
                 113,            0.022368,            0.011033,          0.00044453,             0.89471,                0.82,             0.83483,             0.49734,            0.022933,           0.0057898,          0.00053086,            0.004456,            0.004456,            0.004456
                 114,            0.021186,            0.013294,          0.00040772,             0.87724,             0.85756,             0.84969,              0.5267,            0.023039,           0.0056885,          0.00060406,           0.0044065,           0.0044065,           0.0044065
                 115,            0.025151,            0.014269,          0.00049975,             0.92561,                 0.8,             0.83761,             0.53934,            0.023147,           0.0056821,          0.00064468,            0.004357,            0.004357,            0.004357
                 116,            0.017327,            0.010989,          0.00042646,             0.85672,             0.83716,             0.83333,             0.53778,            0.022881,           0.0057247,          0.00062971,           0.0043075,           0.0043075,           0.0043075
                 117,            0.022939,            0.014186,          0.00061294,             0.92087,                 0.8,             0.84431,             0.53898,            0.022411,           0.0057155,          0.00063896,            0.004258,            0.004258,            0.004258
                 118,            0.022526,            0.016175,          0.00037614,             0.95347,             0.81964,             0.84658,             0.52808,            0.023093,           0.0057847,          0.00066586,           0.0042085,           0.0042085,           0.0042085
                 119,            0.023665,            0.013881,          0.00041896,             0.95453,             0.83974,             0.84516,             0.55099,            0.022541,           0.0058134,          0.00062981,            0.004159,            0.004159,            0.004159
                 120,            0.023302,            0.014263,          0.00047523,              0.9132,                0.84,             0.83891,             0.50302,            0.023816,           0.0058219,          0.00065451,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019865,            0.012352,          0.00040223,             0.92423,                0.84,             0.84135,             0.51806,            0.022569,           0.0059891,          0.00063944,             0.00406,             0.00406,             0.00406
                 122,            0.019898,            0.012651,            0.000461,             0.94087,                 0.8,             0.84055,             0.49323,            0.023792,           0.0060312,          0.00061445,           0.0040105,           0.0040105,           0.0040105
                 123,            0.021794,            0.012555,          0.00054984,             0.89136,                0.76,              0.8299,             0.51815,            0.023428,           0.0062408,          0.00060163,            0.003961,            0.003961,            0.003961
                 124,            0.021198,            0.012194,          0.00041635,             0.84759,                0.74,             0.80721,             0.44775,            0.025036,           0.0065139,          0.00063519,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019392,            0.012723,          0.00035975,             0.88872,             0.79864,             0.84413,             0.52587,            0.023091,           0.0067224,          0.00062518,            0.003862,            0.003862,            0.003862
                 126,             0.02027,            0.012124,          0.00041339,             0.86266,             0.75383,             0.83223,             0.47388,            0.023661,           0.0066717,          0.00060744,           0.0038125,           0.0038125,           0.0038125
                 127,            0.019845,            0.012546,          0.00058744,             0.90448,                0.82,             0.85077,             0.51419,            0.021736,             0.00641,          0.00054145,            0.003763,            0.003763,            0.003763
                 128,            0.019092,            0.012426,            0.000359,             0.89066,             0.81462,             0.82845,             0.45604,            0.022568,           0.0063382,          0.00051856,           0.0037135,           0.0037135,           0.0037135
                 129,            0.016874,            0.012431,          0.00029214,             0.91007,             0.80971,             0.85393,              0.5331,            0.021076,           0.0062661,          0.00049839,            0.003664,            0.003664,            0.003664
                 130,            0.019336,            0.013087,          0.00034762,             0.91416,             0.85206,              0.8635,             0.49973,            0.021148,           0.0061828,          0.00047984,           0.0036145,           0.0036145,           0.0036145
                 131,            0.018926,            0.012026,          0.00035912,             0.88877,                0.86,             0.85912,             0.51655,            0.021408,            0.006159,          0.00048475,            0.003565,            0.003565,            0.003565
                 132,            0.017178,            0.011245,          0.00030992,             0.92518,                 0.8,             0.85645,              0.5438,            0.021604,           0.0061375,          0.00048003,           0.0035155,           0.0035155,           0.0035155
                 133,            0.019448,            0.012382,          0.00033721,             0.92588,                 0.8,             0.84929,             0.51972,            0.021739,           0.0061745,          0.00048442,            0.003466,            0.003466,            0.003466
                 134,            0.016785,            0.011483,          0.00029242,             0.90794,                 0.8,             0.84213,             0.53685,            0.021789,           0.0061713,          0.00050488,           0.0034165,           0.0034165,           0.0034165
                 135,            0.019723,            0.012168,          0.00033962,             0.91073,             0.81625,             0.83651,             0.53738,             0.02158,           0.0061544,          0.00050244,            0.003367,            0.003367,            0.003367
                 136,             0.01496,            0.011091,           0.0002822,             0.90689,                0.82,             0.83925,             0.53186,            0.021451,           0.0060703,          0.00049195,           0.0033175,           0.0033175,           0.0033175
                 137,            0.022403,            0.010534,          0.00041342,             0.90576,                0.82,             0.84055,             0.54482,             0.02136,           0.0059823,          0.00047612,            0.003268,            0.003268,            0.003268
                 138,            0.021861,            0.013488,          0.00034885,             0.91333,                0.82,             0.85069,             0.54684,            0.021134,           0.0058714,             0.00046,           0.0032185,           0.0032185,           0.0032185
                 139,             0.02281,            0.012801,          0.00037658,             0.92689,                 0.8,             0.84651,             0.56449,            0.021125,           0.0058768,          0.00047045,            0.003169,            0.003169,            0.003169
                 140,            0.022424,            0.014825,          0.00034541,              0.9264,                 0.8,             0.84637,             0.53668,            0.021538,            0.006025,          0.00047541,           0.0031195,           0.0031195,           0.0031195
                 141,            0.020453,            0.012071,          0.00034495,             0.92389,                0.82,             0.85084,              0.5532,            0.022196,           0.0062687,          0.00047159,             0.00307,             0.00307,             0.00307
                 142,            0.017474,            0.012615,           0.0003434,             0.88907,                0.84,             0.85482,             0.54706,            0.021918,            0.006305,          0.00045648,           0.0030205,           0.0030205,           0.0030205
                 143,            0.020814,            0.012723,          0.00031959,             0.89538,             0.85594,             0.85567,             0.57175,            0.021643,           0.0061429,          0.00045691,            0.002971,            0.002971,            0.002971
                 144,            0.019264,             0.01242,          0.00031919,             0.92353,                0.84,             0.85783,             0.56139,            0.022455,           0.0060726,          0.00047102,           0.0029215,           0.0029215,           0.0029215
                 145,            0.017586,            0.011269,           0.0003167,             0.92105,                0.84,             0.86044,             0.54242,            0.022424,           0.0060376,          0.00046482,            0.002872,            0.002872,            0.002872
                 146,            0.015254,            0.010534,          0.00031941,             0.90468,                0.82,             0.84693,             0.54547,            0.022597,           0.0058818,           0.0004703,           0.0028225,           0.0028225,           0.0028225
                 147,            0.017299,             0.01385,          0.00028671,             0.93267,                0.86,             0.85567,             0.57767,            0.022199,           0.0057085,          0.00045862,            0.002773,            0.002773,            0.002773
                 148,            0.017451,            0.010555,          0.00027586,             0.88916,                0.84,             0.83793,             0.56451,             0.02235,            0.005693,          0.00046968,           0.0027235,           0.0027235,           0.0027235
                 149,            0.016172,            0.011181,          0.00027101,             0.88868,             0.79831,             0.82262,             0.55057,            0.022893,           0.0056252,          0.00047116,            0.002674,            0.002674,            0.002674
                 150,            0.017159,            0.011723,          0.00024651,              0.8622,                0.84,             0.83253,             0.54441,            0.022266,           0.0057207,          0.00047808,           0.0026245,           0.0026245,           0.0026245
                 151,            0.021587,            0.011964,          0.00031595,             0.91044,             0.81337,             0.85809,             0.56816,            0.022059,           0.0057566,          0.00047865,            0.002575,            0.002575,            0.002575
                 152,            0.020664,            0.011584,          0.00033168,             0.91052,             0.81411,             0.85579,             0.56835,            0.022137,           0.0057321,           0.0004734,           0.0025255,           0.0025255,           0.0025255
                 153,            0.016481,            0.010509,           0.0015351,             0.90091,                 0.8,             0.85514,             0.57929,            0.022667,            0.005834,          0.00047846,            0.002476,            0.002476,            0.002476
                 154,            0.018591,            0.011198,          0.00029274,             0.90226,                 0.8,             0.85656,              0.5759,            0.022103,           0.0058387,           0.0004765,           0.0024265,           0.0024265,           0.0024265
                 155,            0.017941,            0.012016,          0.00031834,             0.89126,             0.81965,             0.85994,             0.58042,            0.021881,           0.0057716,           0.0004653,            0.002377,            0.002377,            0.002377
                 156,             0.01328,            0.011149,          0.00023554,             0.88405,                0.84,             0.86666,             0.56863,            0.021762,           0.0058188,          0.00045943,           0.0023275,           0.0023275,           0.0023275
                 157,             0.01631,             0.01167,          0.00025696,             0.86666,                0.84,             0.86653,             0.57787,            0.021716,           0.0057778,          0.00044193,            0.002278,            0.002278,            0.002278
                 158,            0.018335,            0.012157,          0.00028343,             0.91267,             0.83613,             0.87155,              0.5709,            0.021536,           0.0057746,          0.00041311,           0.0022285,           0.0022285,           0.0022285
                 159,            0.020672,            0.011968,          0.00031673,             0.88449,                0.84,             0.87501,             0.57728,             0.02125,           0.0058035,          0.00040038,            0.002179,            0.002179,            0.002179
