               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.052466,            0.026183,            0.004764,             0.62144,                0.54,             0.58681,             0.31226,            0.080977,           0.0096529,           0.0083549,            0.057188,           0.0041882,           0.0041882
                  12,            0.050189,             0.02097,           0.0040748,             0.40149,                0.58,              0.4064,               0.189,            0.078294,           0.0095856,           0.0075188,            0.053494,           0.0044941,           0.0044941
                  13,            0.054242,            0.023109,           0.0044324,             0.50457,                0.54,             0.47195,             0.24722,            0.053461,           0.0090785,           0.0038292,            0.049792,           0.0047922,           0.0047922
                  14,            0.045308,            0.022938,           0.0043671,             0.47542,              0.4895,             0.41895,             0.22307,            0.078067,           0.0083311,           0.0073944,            0.046082,           0.0050823,           0.0050823
                  15,            0.056208,            0.023148,            0.002861,             0.47409,             0.57697,             0.45878,             0.22203,            0.065273,           0.0074275,           0.0089836,            0.042364,           0.0053644,           0.0053644
                  16,            0.056499,            0.019492,           0.0018765,             0.51423,             0.61405,             0.51165,             0.29843,            0.068796,           0.0071719,           0.0089592,            0.038639,           0.0056387,           0.0056387
                  17,            0.039721,            0.018807,           0.0018665,             0.46843,                0.64,             0.47153,             0.24497,            0.068779,           0.0065925,           0.0084824,            0.034905,           0.0059051,           0.0059051
                  18,            0.045277,            0.021264,            0.002047,             0.49395,             0.54669,             0.50531,             0.25399,            0.067353,           0.0068121,           0.0095856,            0.031163,           0.0061635,           0.0061635
                  19,            0.051232,            0.018546,           0.0023115,             0.33032,                0.52,             0.34865,             0.16358,            0.077954,           0.0063057,            0.011205,            0.027414,            0.006414,            0.006414
                  20,            0.054813,            0.017562,           0.0019765,             0.51444,                0.56,             0.46563,             0.24233,            0.086299,           0.0063374,            0.014474,            0.023657,           0.0066566,           0.0066566
                  21,            0.038451,            0.016445,            0.001962,             0.63318,                0.64,             0.61713,             0.34876,             0.07526,           0.0068512,            0.011916,            0.019891,           0.0068913,           0.0068913
                  22,            0.044771,            0.020674,           0.0019974,              0.4898,                0.62,             0.50558,             0.28505,             0.07436,           0.0066764,            0.011805,            0.016118,            0.007118,            0.007118
                  23,            0.036569,            0.017962,           0.0016982,               0.451,             0.64078,             0.55319,             0.30362,             0.08131,           0.0067937,            0.013377,            0.012337,           0.0073369,           0.0073369
                  24,            0.056897,            0.023612,           0.0018638,             0.49067,                0.56,             0.49625,             0.27027,            0.071192,           0.0066547,            0.014706,           0.0085478,           0.0075478,           0.0075478
                  25,            0.046728,            0.017364,            0.001946,             0.40507,                0.68,             0.41768,             0.20176,            0.081009,           0.0060399,             0.01564,            0.007525,            0.007525,            0.007525
                  26,            0.037989,            0.017837,           0.0013813,             0.55594,                 0.6,             0.58661,             0.25448,            0.070448,           0.0071096,            0.012486,            0.007525,            0.007525,            0.007525
                  27,            0.043386,             0.01978,           0.0017997,             0.67787,                0.58,             0.60919,              0.2852,            0.058281,           0.0076458,           0.0066269,            0.007426,            0.007426,            0.007426
                  28,            0.055736,              0.0332,           0.0018865,             0.63861,                 0.6,              0.5831,             0.25795,            0.046344,           0.0084801,           0.0029516,            0.007327,            0.007327,            0.007327
                  29,            0.033931,             0.01745,           0.0011457,             0.59592,                0.58,              0.5477,              0.2701,            0.048297,           0.0085819,           0.0039028,            0.007228,            0.007228,            0.007228
                  30,            0.037162,             0.01857,           0.0016353,               0.687,                0.54,             0.56015,             0.27873,            0.058247,           0.0080693,           0.0096069,            0.007129,            0.007129,            0.007129
                  31,            0.042779,            0.019521,           0.0024981,             0.68511,             0.60932,             0.65537,             0.31463,            0.057325,           0.0073619,           0.0067596,             0.00703,             0.00703,             0.00703
                  32,            0.037297,            0.017339,           0.0016835,             0.70049,                0.56,             0.60163,             0.30512,            0.058623,           0.0075619,           0.0059166,            0.006931,            0.006931,            0.006931
                  33,            0.039357,            0.020974,           0.0029136,             0.65927,              0.6579,             0.63713,             0.25893,            0.065324,           0.0089717,            0.010133,            0.006832,            0.006832,            0.006832
                  34,            0.046355,            0.021228,           0.0013649,              0.6145,                0.68,             0.57182,             0.23273,            0.067516,           0.0085812,           0.0094276,            0.006733,            0.006733,            0.006733
                  35,            0.037858,            0.018581,           0.0012855,             0.61145,                0.64,             0.58842,             0.28644,             0.05514,           0.0086679,           0.0073227,            0.006634,            0.006634,            0.006634
                  36,            0.038281,            0.018998,           0.0011502,             0.76145,             0.63843,             0.67831,             0.31146,            0.049332,           0.0088816,           0.0047554,            0.006535,            0.006535,            0.006535
                  37,            0.028956,            0.016272,          0.00083501,             0.53668,                 0.7,             0.54423,             0.25046,            0.050214,            0.008122,           0.0029526,            0.006436,            0.006436,            0.006436
                  38,            0.044674,            0.019438,           0.0011163,             0.81306,             0.69598,             0.71647,             0.34719,            0.044464,           0.0074511,           0.0019188,            0.006337,            0.006337,            0.006337
                  39,            0.039086,            0.019643,           0.0010439,             0.73221,                0.64,             0.66821,             0.34508,            0.045704,           0.0073252,           0.0018856,            0.006238,            0.006238,            0.006238
                  40,            0.038771,            0.018045,          0.00098726,             0.74781,                0.72,             0.71974,             0.37112,            0.043912,           0.0072534,           0.0017275,            0.006139,            0.006139,            0.006139
                  41,            0.053503,            0.028709,           0.0019286,             0.88409,                0.74,             0.76176,             0.38603,             0.04522,           0.0073614,           0.0015816,             0.00604,             0.00604,             0.00604
                  42,            0.039073,            0.020166,          0.00098087,              0.9157,                0.78,             0.82503,             0.47345,            0.039023,             0.00753,           0.0011707,            0.005941,            0.005941,            0.005941
                  43,            0.048064,            0.025956,           0.0014098,             0.81719,             0.71533,             0.76403,             0.41421,            0.040873,           0.0074141,          0.00091906,            0.005842,            0.005842,            0.005842
                  44,            0.034932,            0.017092,           0.0010083,             0.51225,             0.71422,             0.53364,             0.25742,            0.047924,           0.0067685,          0.00078578,            0.005743,            0.005743,            0.005743
                  45,            0.042847,            0.018816,          0.00096374,             0.88282,                0.76,             0.80711,             0.46216,            0.042221,           0.0068169,          0.00083046,            0.005644,            0.005644,            0.005644
                  46,            0.035248,            0.021059,          0.00092838,             0.88858,             0.79758,             0.82146,             0.48539,            0.038707,           0.0071812,          0.00090814,            0.005545,            0.005545,            0.005545
                  47,            0.038326,             0.01648,          0.00082102,             0.77075,                 0.8,             0.76583,             0.38421,            0.039502,           0.0072994,           0.0010539,            0.005446,            0.005446,            0.005446
                  48,            0.037815,            0.015798,          0.00091976,             0.70416,                0.76,             0.73749,             0.41134,             0.04146,           0.0069869,           0.0011756,            0.005347,            0.005347,            0.005347
                  49,            0.028616,            0.018867,          0.00077468,             0.88134,                0.78,             0.81229,             0.40574,            0.040084,            0.007024,           0.0013782,            0.005248,            0.005248,            0.005248
                  50,            0.035879,            0.019703,          0.00092773,             0.86129,                 0.8,             0.79452,             0.41004,            0.039835,            0.006943,           0.0011722,            0.005149,            0.005149,            0.005149
                  51,            0.030145,            0.018357,           0.0008518,             0.87359,                0.88,             0.83094,             0.48223,            0.037713,            0.006305,          0.00091128,             0.00505,             0.00505,             0.00505
                  52,            0.028762,            0.017004,          0.00076173,             0.85266,                0.78,             0.81766,             0.50699,             0.03852,           0.0064089,          0.00093422,            0.004951,            0.004951,            0.004951
                  53,            0.026232,            0.016169,          0.00081657,             0.84663,             0.77294,             0.83343,              0.5046,            0.038597,           0.0062416,           0.0010317,            0.004852,            0.004852,            0.004852
                  54,            0.026185,            0.014657,          0.00060031,             0.87227,             0.81952,             0.85247,             0.51533,            0.038373,           0.0063469,           0.0010846,            0.004753,            0.004753,            0.004753
                  55,            0.028913,            0.014648,           0.0006275,             0.84889,             0.78658,             0.82563,              0.5017,            0.037604,           0.0062122,           0.0010468,            0.004654,            0.004654,            0.004654
                  56,            0.027246,            0.017581,          0.00083916,             0.87475,             0.83812,             0.84457,                0.53,            0.034885,           0.0063643,          0.00097885,            0.004555,            0.004555,            0.004555
                  57,            0.029925,            0.017907,           0.0010267,             0.87893,                0.86,             0.86403,               0.506,            0.034377,           0.0063319,           0.0010051,            0.004456,            0.004456,            0.004456
                  58,            0.035401,            0.016584,          0.00089247,             0.92375,                0.82,             0.85423,             0.52394,            0.036687,           0.0063114,           0.0011556,            0.004357,            0.004357,            0.004357
                  59,             0.02834,              0.0132,          0.00076593,             0.88249,                0.78,             0.82187,             0.44811,            0.036928,           0.0065725,           0.0013564,            0.004258,            0.004258,            0.004258
                  60,              0.0323,            0.014055,          0.00084165,             0.91375,                 0.8,             0.84453,             0.47954,            0.035447,           0.0068078,           0.0014315,            0.004159,            0.004159,            0.004159
                  61,            0.028404,            0.012824,          0.00065063,             0.92805,                0.72,             0.81546,             0.47819,             0.03467,           0.0068963,           0.0014203,             0.00406,             0.00406,             0.00406
                  62,             0.02845,            0.015899,          0.00062618,              0.9248,             0.73788,              0.8267,             0.47653,            0.035137,            0.006588,           0.0013871,            0.003961,            0.003961,            0.003961
                  63,            0.030105,            0.014823,          0.00058428,             0.83898,                0.74,             0.81329,              0.5152,            0.034929,           0.0066082,            0.001401,            0.003862,            0.003862,            0.003862
                  64,            0.029788,            0.013276,          0.00087896,             0.88548,             0.77332,             0.83003,             0.54778,             0.03474,           0.0065346,           0.0013291,            0.003763,            0.003763,            0.003763
                  65,            0.021264,            0.013314,          0.00047303,             0.89546,                0.76,             0.84174,             0.54317,            0.035388,           0.0068235,          0.00099697,            0.003664,            0.003664,            0.003664
                  66,            0.028792,            0.014577,          0.00057045,             0.87362,                 0.8,             0.85384,             0.55547,            0.035421,           0.0068021,          0.00089579,            0.003565,            0.003565,            0.003565
                  67,            0.026106,             0.01713,           0.0005699,             0.89178,                 0.8,             0.86393,              0.5321,            0.036485,           0.0068045,          0.00089922,            0.003466,            0.003466,            0.003466
                  68,            0.025406,             0.01613,          0.00059768,             0.89226,                0.84,             0.86161,             0.56988,            0.035001,           0.0064588,          0.00090866,            0.003367,            0.003367,            0.003367
                  69,            0.018593,            0.014403,          0.00046216,             0.89088,                0.82,             0.86522,             0.56865,            0.034476,           0.0062556,           0.0010481,            0.003268,            0.003268,            0.003268
                  70,            0.022011,            0.013021,          0.00046663,             0.93364,                0.82,             0.87904,              0.5806,            0.034754,           0.0061712,           0.0010578,            0.003169,            0.003169,            0.003169
                  71,            0.020681,            0.013179,          0.00049686,             0.89974,                0.82,             0.86014,             0.56129,            0.035933,           0.0062838,          0.00091658,             0.00307,             0.00307,             0.00307
                  72,            0.020866,            0.013265,          0.00039194,             0.89621,                 0.8,               0.856,              0.5514,            0.036059,           0.0064604,          0.00087528,            0.002971,            0.002971,            0.002971
                  73,            0.030358,             0.01359,            0.000489,             0.89043,             0.81278,             0.85077,             0.53173,             0.03754,           0.0067296,           0.0008955,            0.002872,            0.002872,            0.002872
                  74,             0.02248,            0.012322,          0.00039789,             0.88826,             0.79502,             0.83518,             0.51847,            0.038912,           0.0069175,          0.00092335,            0.002773,            0.002773,            0.002773
                  75,            0.027547,            0.014103,           0.0004596,             0.91073,             0.81624,             0.83799,             0.47375,            0.038903,           0.0070753,          0.00092573,            0.002674,            0.002674,            0.002674
                  76,            0.031675,            0.012785,          0.00073681,             0.86697,                 0.8,             0.82486,             0.50148,            0.039211,           0.0066974,          0.00083532,            0.002575,            0.002575,            0.002575
                  77,            0.020516,            0.012217,            0.000613,             0.93302,                0.76,             0.85704,             0.55322,            0.040601,           0.0063925,          0.00089054,            0.002476,            0.002476,            0.002476
                  78,            0.026769,            0.014853,          0.00051291,             0.94913,                0.84,              0.8675,             0.55244,            0.038858,            0.006361,          0.00090466,            0.002377,            0.002377,            0.002377
                  79,            0.028867,            0.029857,          0.00047676,             0.95009,                0.84,             0.87266,             0.55549,            0.040886,           0.0062981,          0.00087461,            0.002278,            0.002278,            0.002278
                  80,            0.023324,            0.012726,          0.00048886,             0.95522,             0.85341,             0.87526,             0.54315,            0.042009,           0.0062459,          0.00089073,            0.002179,            0.002179,            0.002179
                  81,            0.022362,            0.011672,           0.0005238,             0.95595,                0.88,             0.88069,             0.56239,             0.04009,            0.006057,          0.00094404,             0.00208,             0.00208,             0.00208
                  82,            0.020868,            0.014034,            0.000397,             0.94907,                0.86,             0.88009,             0.53259,            0.040209,           0.0060105,             0.00103,            0.001981,            0.001981,            0.001981
                  83,            0.023662,             0.01267,          0.00047044,             0.93603,             0.87793,             0.88301,             0.54117,            0.038166,           0.0059645,           0.0010935,            0.001882,            0.001882,            0.001882
                  84,            0.022499,            0.013146,          0.00084187,             0.94716,                0.86,             0.88287,             0.54362,            0.037696,           0.0060103,           0.0010891,            0.001783,            0.001783,            0.001783
                  85,            0.022575,            0.012295,          0.00044676,             0.95081,                0.84,              0.8748,             0.53058,            0.036842,           0.0060337,           0.0010258,            0.001684,            0.001684,            0.001684
                  86,            0.025082,            0.013404,           0.0004528,              0.9506,                0.84,             0.86801,             0.56234,            0.036225,           0.0061858,          0.00095377,            0.001585,            0.001585,            0.001585
                  87,              0.0237,            0.013182,          0.00050342,             0.94679,                0.84,             0.86578,              0.5323,             0.03537,           0.0062289,          0.00089941,            0.001486,            0.001486,            0.001486
                  88,            0.018597,            0.012346,          0.00034867,             0.94673,                0.84,             0.86823,             0.56344,            0.033493,           0.0061584,          0.00087585,            0.001387,            0.001387,            0.001387
                  89,            0.014944,            0.012614,          0.00027159,             0.95429,             0.83513,             0.86781,             0.55062,            0.033718,           0.0061679,          0.00091515,            0.001288,            0.001288,            0.001288
                  90,            0.019329,            0.012417,          0.00027526,             0.95436,             0.83644,             0.86618,             0.55705,            0.033006,           0.0061505,          0.00090914,            0.001189,            0.001189,            0.001189
                  91,            0.018223,            0.011393,          0.00029987,             0.95068,                0.84,             0.86614,              0.5563,            0.034127,           0.0060709,          0.00091839,             0.00109,             0.00109,             0.00109
                  92,            0.024692,            0.013018,          0.00043939,             0.95077,                0.84,             0.86729,             0.56248,            0.035847,           0.0060296,          0.00090256,            0.000991,            0.000991,            0.000991
                  93,            0.020644,            0.015677,          0.00043535,             0.95546,             0.85808,             0.87347,             0.55456,            0.036339,           0.0059443,          0.00089054,            0.000892,            0.000892,            0.000892
                  94,            0.011414,             0.01173,           0.0002331,             0.95544,             0.85768,             0.87684,             0.57479,            0.036994,           0.0058682,          0.00090466,            0.000793,            0.000793,            0.000793
                  95,            0.016868,            0.009845,          0.00034213,             0.95538,             0.85651,              0.8856,             0.58029,            0.037429,           0.0058303,          0.00091152,            0.000694,            0.000694,            0.000694
                  96,            0.022961,            0.012482,          0.00051163,             0.95089,                0.84,             0.88449,             0.58147,            0.037266,           0.0058589,          0.00091639,            0.000595,            0.000595,            0.000595
                  97,            0.016317,            0.014269,          0.00026582,             0.95016,                0.84,             0.88495,             0.58438,            0.036964,           0.0058992,          0.00093899,            0.000496,            0.000496,            0.000496
                  98,            0.020984,            0.012892,          0.00030353,             0.94986,                0.84,              0.8856,             0.57021,            0.036888,           0.0059624,          0.00091171,            0.000397,            0.000397,            0.000397
                  99,            0.018904,            0.012008,          0.00036291,             0.95087,                0.84,             0.88662,             0.57532,            0.036926,           0.0059595,          0.00090752,            0.000298,            0.000298,            0.000298
