               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,             0.02798,            0.015136,          0.00072561,             0.81498,             0.79295,             0.82665,             0.28612,            0.029333,           0.0067534,          0.00097891,           0.0088368,           0.0088368,           0.0088368
                  49,            0.029973,            0.018249,          0.00079469,             0.85263,                0.76,             0.80912,             0.38127,             0.02609,           0.0067994,           0.0010023,            0.008812,            0.008812,            0.008812
                  50,            0.033461,            0.020258,          0.00099886,             0.83429,             0.70491,             0.80139,             0.36809,            0.027334,           0.0069707,          0.00099332,           0.0087872,           0.0087872,           0.0087872
                  51,            0.029003,              0.0181,          0.00094306,             0.84913,                0.78,             0.79607,             0.48901,            0.025969,           0.0065367,            0.000958,           0.0087625,           0.0087625,           0.0087625
                  52,            0.027431,             0.01733,          0.00066888,             0.95915,                 0.8,             0.85737,              0.4318,            0.025916,           0.0066694,          0.00094859,           0.0087378,           0.0087378,           0.0087378
                  53,            0.027815,            0.014259,          0.00073097,             0.90885,                0.76,             0.81689,             0.43885,            0.028533,           0.0066117,            0.001007,            0.008713,            0.008713,            0.008713
                  54,            0.029099,            0.015237,          0.00074741,             0.93737,                0.78,             0.82563,             0.48439,            0.024837,           0.0068977,          0.00094465,           0.0086882,           0.0086882,           0.0086882
                  55,            0.028208,            0.018239,          0.00080053,             0.86514,                0.82,              0.8252,             0.39674,            0.030112,           0.0067128,          0.00088263,           0.0086635,           0.0086635,           0.0086635
                  56,            0.034782,            0.018368,          0.00078564,             0.90075,                0.82,              0.8371,             0.46359,            0.024456,           0.0067194,          0.00082947,           0.0086388,           0.0086388,           0.0086388
                  57,            0.023627,            0.014742,           0.0007578,             0.86957,                0.86,             0.83507,             0.50557,            0.023701,           0.0066952,          0.00080398,            0.008614,            0.008614,            0.008614
                  58,            0.022329,            0.014841,          0.00067234,             0.80989,             0.85211,             0.79606,             0.42453,            0.026052,           0.0067243,          0.00080363,           0.0085893,           0.0085893,           0.0085893
                  59,            0.024499,            0.017204,          0.00064819,             0.83122,                 0.9,             0.86719,              0.4897,            0.023564,           0.0066255,          0.00076478,           0.0085645,           0.0085645,           0.0085645
                  60,             0.02948,            0.017072,          0.00071347,             0.89581,             0.85975,              0.8725,             0.52737,            0.024422,           0.0065559,          0.00076793,           0.0085398,           0.0085398,           0.0085398
                  61,            0.028308,            0.016653,          0.00067945,             0.86314,             0.75685,             0.83114,             0.45551,             0.02571,           0.0065998,          0.00073264,            0.008515,            0.008515,            0.008515
                  62,            0.026134,             0.01649,          0.00060963,             0.86638,             0.77808,             0.77432,             0.43942,            0.026852,           0.0072801,          0.00060423,           0.0084903,           0.0084903,           0.0084903
                  63,            0.025188,            0.015018,          0.00060701,             0.87675,                0.76,             0.79414,             0.42527,            0.025413,           0.0073198,          0.00060692,           0.0084655,           0.0084655,           0.0084655
                  64,            0.030982,            0.018193,          0.00064773,             0.82674,                 0.8,             0.79457,             0.39494,            0.024428,           0.0070467,          0.00059671,           0.0084408,           0.0084408,           0.0084408
                  65,            0.028096,             0.01509,          0.00062839,             0.86999,                0.82,             0.84074,             0.49748,             0.02552,           0.0071072,          0.00057381,            0.008416,            0.008416,            0.008416
                  66,            0.033739,            0.019319,          0.00070997,             0.88617,             0.77851,             0.79955,             0.40729,            0.024238,           0.0069814,          0.00058999,           0.0083913,           0.0083913,           0.0083913
                  67,            0.025944,            0.015104,          0.00059958,              0.8836,                 0.8,             0.82973,             0.46323,            0.025288,            0.006677,          0.00058629,           0.0083665,           0.0083665,           0.0083665
                  68,            0.022759,            0.015772,           0.0005259,             0.88965,             0.80627,             0.84038,              0.4926,            0.025989,           0.0067884,          0.00060657,           0.0083418,           0.0083418,           0.0083418
                  69,            0.024276,            0.014628,          0.00056362,              0.9243,                 0.8,             0.81791,             0.48767,            0.024613,           0.0072647,          0.00065627,            0.008317,            0.008317,            0.008317
                  70,            0.026229,            0.014673,          0.00060838,             0.86279,                 0.8,             0.81925,             0.45151,            0.023783,           0.0072896,          0.00063477,           0.0082922,           0.0082922,           0.0082922
                  71,            0.023661,            0.014484,           0.0005859,             0.85116,                0.78,             0.81052,             0.38782,            0.024906,           0.0071931,           0.0006491,           0.0082675,           0.0082675,           0.0082675
                  72,            0.020654,            0.015065,          0.00057423,             0.85321,                0.68,             0.77521,             0.43787,            0.025986,           0.0070161,          0.00069205,           0.0082428,           0.0082428,           0.0082428
                  73,            0.026071,            0.013354,          0.00072008,             0.86028,             0.73887,             0.81634,             0.47595,            0.025385,           0.0070791,          0.00068769,            0.008218,            0.008218,            0.008218
                  74,            0.026419,             0.01571,           0.0007424,              0.8913,             0.81997,             0.82251,             0.49437,            0.022915,           0.0070146,          0.00068305,           0.0081932,           0.0081932,           0.0081932
                  75,            0.024785,            0.014324,          0.00075294,             0.81224,             0.77872,             0.79665,             0.47325,            0.023695,           0.0071858,           0.0006484,           0.0081685,           0.0081685,           0.0081685
                  76,            0.030662,            0.016068,           0.0008932,             0.86721,                0.76,             0.79771,             0.48562,            0.022729,           0.0073976,          0.00063527,           0.0081437,           0.0081437,           0.0081437
                  77,            0.025425,            0.015578,          0.00080711,             0.78785,                0.84,             0.79971,             0.42575,            0.025845,           0.0074427,          0.00069313,            0.008119,            0.008119,            0.008119
                  78,            0.020745,            0.013023,          0.00059431,             0.92029,                0.64,             0.77683,              0.4237,            0.025444,           0.0077609,          0.00065629,           0.0080942,           0.0080942,           0.0080942
                  79,            0.024379,            0.015945,          0.00058773,             0.92385,                0.64,              0.7672,             0.42875,            0.026497,           0.0078507,           0.0006594,           0.0080695,           0.0080695,           0.0080695
                  80,            0.023124,            0.014511,          0.00056086,             0.94046,                0.74,             0.79108,             0.45436,            0.024577,           0.0077966,           0.0006074,           0.0080447,           0.0080447,           0.0080447
                  81,            0.026851,            0.016696,          0.00066854,             0.92751,                0.78,             0.79941,             0.49336,              0.0247,           0.0076915,          0.00056419,             0.00802,             0.00802,             0.00802
                  82,            0.029666,            0.016177,          0.00064676,             0.92794,             0.77274,             0.80002,             0.45243,              0.0262,           0.0074974,          0.00051529,           0.0079953,           0.0079953,           0.0079953
                  83,            0.021931,            0.015339,          0.00059429,              0.8878,                0.78,             0.81681,             0.49197,            0.027312,            0.007404,          0.00052327,           0.0079705,           0.0079705,           0.0079705
                  84,            0.020569,            0.014001,          0.00047665,             0.92139,                 0.8,             0.82743,             0.48246,            0.024569,           0.0074105,          0.00051343,           0.0079457,           0.0079457,           0.0079457
                  85,            0.024773,             0.01453,           0.0005489,             0.82454,                0.78,             0.77875,             0.45575,            0.026248,           0.0072599,          0.00047606,            0.007921,            0.007921,            0.007921
                  86,            0.022531,             0.01403,          0.00054184,              0.8441,                 0.8,             0.81499,             0.48274,            0.024669,           0.0071238,           0.0004893,           0.0078963,           0.0078963,           0.0078963
                  87,            0.025127,            0.014154,          0.00055687,             0.86304,                 0.8,             0.81709,             0.46883,            0.022841,           0.0073156,          0.00049917,           0.0078715,           0.0078715,           0.0078715
                  88,            0.020104,            0.014021,          0.00056288,              0.8742,                 0.8,             0.83887,             0.50066,            0.022793,           0.0074076,          0.00051769,           0.0078467,           0.0078467,           0.0078467
                  89,            0.023384,            0.012739,          0.00055994,             0.89569,                0.78,             0.79695,             0.48541,            0.023316,           0.0077093,          0.00053369,            0.007822,            0.007822,            0.007822
                  90,            0.023351,             0.01463,           0.0005359,             0.90841,                 0.8,             0.83153,             0.37334,            0.023932,            0.007275,          0.00049513,           0.0077973,           0.0077973,           0.0077973
                  91,            0.023775,            0.015213,          0.00058007,              0.8833,             0.75695,             0.78379,             0.42082,            0.024346,           0.0077385,          0.00051072,           0.0077725,           0.0077725,           0.0077725
                  92,            0.023659,            0.013566,          0.00059647,             0.90936,             0.80267,             0.85721,             0.52154,            0.021805,           0.0073399,          0.00051274,           0.0077478,           0.0077478,           0.0077478
                  93,            0.019111,            0.011762,          0.00053069,             0.93004,             0.79771,             0.84992,             0.45056,            0.023447,           0.0072924,           0.0005077,            0.007723,            0.007723,            0.007723
                  94,            0.024136,            0.014838,          0.00060867,             0.91368,                0.78,              0.8165,              0.4751,            0.022828,           0.0077142,          0.00052403,           0.0076983,           0.0076983,           0.0076983
                  95,            0.019235,            0.012942,          0.00059018,             0.92909,                 0.8,             0.82393,             0.49688,            0.023065,           0.0080294,          0.00053562,           0.0076735,           0.0076735,           0.0076735
                  96,            0.023974,            0.014426,          0.00056374,              0.8618,             0.74844,             0.78743,             0.43406,             0.02432,           0.0079772,          0.00056466,           0.0076488,           0.0076488,           0.0076488
                  97,            0.022875,            0.013056,          0.00052974,             0.86447,                 0.8,             0.82724,              0.4598,            0.023226,           0.0078976,          0.00057184,            0.007624,            0.007624,            0.007624
                  98,            0.022497,            0.012708,          0.00057594,             0.81523,             0.70605,             0.79648,              0.4881,            0.024688,           0.0083275,          0.00060367,           0.0075993,           0.0075993,           0.0075993
                  99,             0.02191,            0.013578,          0.00055358,             0.90352,                0.76,             0.81889,             0.50182,            0.024726,           0.0077743,           0.0006038,           0.0075745,           0.0075745,           0.0075745
                 100,            0.022518,            0.013521,          0.00064749,             0.92804,             0.77392,             0.81043,             0.50843,            0.023125,           0.0077011,          0.00059849,           0.0075498,           0.0075498,           0.0075498
                 101,            0.022669,            0.013652,          0.00065289,             0.92958,              0.7921,             0.81464,             0.50224,            0.023821,           0.0076051,          0.00057515,            0.007525,            0.007525,            0.007525
                 102,            0.025952,            0.013971,          0.00063561,             0.91116,                0.78,             0.81465,             0.49624,            0.023522,           0.0078726,          0.00053547,           0.0075003,           0.0075003,           0.0075003
                 103,            0.023262,             0.01464,          0.00065277,             0.94388,                 0.8,             0.81997,             0.48463,            0.024163,           0.0079106,          0.00052656,           0.0074755,           0.0074755,           0.0074755
                 104,            0.018346,            0.013823,          0.00053255,             0.85291,                0.82,             0.80507,             0.46461,            0.025029,           0.0077896,          0.00052552,           0.0074507,           0.0074507,           0.0074507
                 105,            0.024393,            0.015482,          0.00053493,             0.91001,             0.80914,             0.84961,             0.48667,            0.024007,            0.007806,          0.00053349,            0.007426,            0.007426,            0.007426
                 106,            0.021824,            0.012853,          0.00060839,              0.9523,                 0.8,             0.84929,             0.49025,             0.02553,           0.0079636,          0.00055087,           0.0074013,           0.0074013,           0.0074013
                 107,            0.023146,            0.012645,          0.00058634,             0.91006,             0.80956,             0.82983,             0.48037,            0.025395,           0.0080509,          0.00051076,           0.0073765,           0.0073765,           0.0073765
                 108,            0.020879,            0.011512,          0.00045597,             0.86266,             0.75382,             0.77479,             0.46478,            0.026712,           0.0079095,          0.00052139,           0.0073517,           0.0073517,           0.0073517
                 109,            0.024264,            0.013504,          0.00058587,             0.93671,                0.78,             0.82477,             0.47113,            0.024885,            0.007944,          0.00054154,            0.007327,            0.007327,            0.007327
                 110,             0.02027,            0.013311,          0.00052254,             0.89424,                0.78,             0.84362,             0.49385,            0.024222,           0.0080334,          0.00058157,           0.0073023,           0.0073023,           0.0073023
                 111,            0.023432,             0.01453,          0.00061513,             0.90899,             0.79903,             0.83642,             0.46806,            0.025352,             0.00775,           0.0005404,           0.0072775,           0.0072775,           0.0072775
                 112,            0.020166,            0.014563,          0.00053018,              0.9256,                0.78,             0.84416,             0.47536,            0.025428,            0.007761,          0.00055245,           0.0072527,           0.0072527,           0.0072527
                 113,            0.021255,            0.011833,          0.00051081,             0.93188,                0.76,              0.8451,             0.51393,            0.024457,            0.007953,          0.00056294,            0.007228,            0.007228,            0.007228
                 114,            0.019459,            0.013826,          0.00054794,             0.86413,             0.76323,              0.8272,             0.50269,            0.023812,           0.0075296,          0.00050386,           0.0072033,           0.0072033,           0.0072033
                 115,            0.023628,            0.014281,          0.00059481,             0.91036,             0.81256,             0.88115,             0.53779,            0.023892,           0.0070413,          0.00046506,           0.0071785,           0.0071785,           0.0071785
                 116,            0.018517,             0.01132,           0.0005082,             0.91182,                0.78,             0.84184,             0.44633,            0.025737,           0.0080387,           0.0004944,           0.0071538,           0.0071538,           0.0071538
                 117,             0.02126,            0.014401,          0.00060795,             0.84198,             0.74607,             0.78222,             0.48065,            0.025517,           0.0081256,          0.00045349,            0.007129,            0.007129,            0.007129
                 118,            0.019132,            0.014565,          0.00056239,             0.81316,                0.76,             0.76426,             0.48465,             0.02566,             0.00847,          0.00046136,           0.0071042,           0.0071042,           0.0071042
                 119,            0.020721,            0.013039,          0.00050119,             0.84369,             0.75572,             0.78834,             0.49929,            0.025957,           0.0081782,          0.00045935,           0.0070795,           0.0070795,           0.0070795
                 120,            0.021014,            0.014413,           0.0005462,             0.95819,                0.78,              0.8255,             0.52031,             0.02529,           0.0079499,          0.00045141,           0.0070547,           0.0070547,           0.0070547
                 121,            0.019397,            0.012129,          0.00050562,             0.95213,             0.79571,              0.8379,             0.51749,            0.023742,           0.0080101,           0.0004633,             0.00703,             0.00703,             0.00703
                 122,            0.015899,            0.012916,          0.00048368,             0.92365,                0.78,             0.84059,             0.52521,            0.023107,           0.0078618,          0.00042617,           0.0070053,           0.0070053,           0.0070053
                 123,            0.018185,            0.012065,          0.00050863,             0.95227,             0.79814,             0.87254,             0.52397,            0.024812,           0.0075377,          0.00041099,           0.0069805,           0.0069805,           0.0069805
                 124,            0.020234,            0.011555,          0.00041981,             0.90194,                0.78,             0.85958,             0.49541,            0.023751,           0.0075285,          0.00041868,           0.0069558,           0.0069558,           0.0069558
                 125,            0.020624,            0.012844,          0.00042562,             0.83327,             0.79966,             0.84464,             0.53059,            0.024446,           0.0077363,          0.00042459,            0.006931,            0.006931,            0.006931
                 126,            0.020069,            0.011892,          0.00042605,             0.91845,                 0.8,             0.81458,             0.46653,            0.024102,            0.007846,          0.00044478,           0.0069063,           0.0069063,           0.0069063
                 127,            0.019201,            0.012097,          0.00056061,             0.91493,                0.76,             0.81959,             0.52185,            0.024466,           0.0078749,          0.00045102,           0.0068815,           0.0068815,           0.0068815
                 128,            0.017075,            0.012422,          0.00043322,             0.94667,                 0.8,             0.82282,             0.45952,            0.024365,            0.007884,          0.00046744,           0.0068568,           0.0068568,           0.0068568
                 129,            0.016193,            0.012292,          0.00039848,             0.94195,                 0.8,             0.82658,             0.50429,            0.024313,           0.0077552,          0.00048143,            0.006832,            0.006832,            0.006832
                 130,             0.02305,            0.012069,          0.00047645,             0.86867,             0.79385,             0.81922,             0.47883,            0.027294,           0.0076795,          0.00048766,           0.0068073,           0.0068073,           0.0068073
                 131,            0.016728,            0.011621,          0.00039802,              0.9041,                0.78,             0.81804,              0.5219,            0.026758,           0.0078624,          0.00048401,           0.0067825,           0.0067825,           0.0067825
                 132,            0.018756,            0.011182,          0.00045084,             0.90674,             0.77783,             0.82529,             0.50165,            0.026951,           0.0078557,          0.00047987,           0.0067577,           0.0067577,           0.0067577
                 133,            0.016875,            0.011906,          0.00045922,                0.93,             0.79723,             0.83407,             0.53025,            0.025785,           0.0077259,          0.00048118,            0.006733,            0.006733,            0.006733
                 134,            0.015127,            0.010879,          0.00045888,             0.92447,                0.78,             0.85468,              0.5496,            0.024571,           0.0077852,          0.00048097,           0.0067082,           0.0067082,           0.0067082
                 135,            0.022003,            0.012207,          0.00050408,              0.9299,             0.79597,             0.85946,             0.52745,            0.024186,           0.0077159,          0.00048388,           0.0066835,           0.0066835,           0.0066835
                 136,            0.017159,            0.011049,          0.00041301,             0.96633,                0.78,             0.86797,             0.46895,            0.025734,           0.0079025,          0.00048391,           0.0066587,           0.0066587,           0.0066587
                 137,            0.022714,            0.011633,          0.00047967,             0.97007,                0.78,             0.85993,             0.49846,            0.023428,            0.008009,          0.00049901,            0.006634,            0.006634,            0.006634
                 138,            0.018739,            0.012216,          0.00047326,             0.94463,                0.78,             0.87272,             0.55819,             0.02297,           0.0076377,          0.00049307,           0.0066092,           0.0066092,           0.0066092
                 139,            0.018327,            0.012345,          0.00051143,             0.90455,                 0.8,             0.86588,              0.5497,            0.022293,           0.0077046,          0.00048429,           0.0065845,           0.0065845,           0.0065845
                 140,            0.021388,            0.013838,          0.00048257,             0.90335,                 0.8,             0.86461,             0.55174,             0.02274,           0.0075727,          0.00046962,           0.0065598,           0.0065598,           0.0065598
                 141,            0.017522,            0.012053,          0.00047479,             0.88601,                 0.8,             0.85029,             0.52422,            0.022686,           0.0077091,          0.00043089,            0.006535,            0.006535,            0.006535
                 142,            0.019802,            0.013157,          0.00052517,             0.88243,                 0.8,              0.8469,             0.55094,            0.021889,           0.0079522,          0.00041534,           0.0065102,           0.0065102,           0.0065102
                 143,            0.018247,            0.012614,           0.0004784,             0.86894,             0.79572,             0.83734,             0.54147,            0.022197,           0.0077802,          0.00041108,           0.0064855,           0.0064855,           0.0064855
                 144,            0.018879,            0.011888,          0.00050185,             0.91468,                 0.8,             0.84312,             0.54416,            0.021731,           0.0077623,          0.00040436,           0.0064608,           0.0064608,           0.0064608
                 145,            0.021488,            0.011793,          0.00050929,             0.90352,                0.78,             0.82502,             0.52656,            0.021384,           0.0077042,          0.00040886,            0.006436,            0.006436,            0.006436
                 146,            0.016495,            0.010835,          0.00045081,             0.89928,                0.76,              0.8188,             0.53044,            0.020498,           0.0078388,          0.00040663,           0.0064112,           0.0064112,           0.0064112
                 147,            0.016176,            0.013873,          0.00042132,             0.92676,              0.7592,             0.80918,              0.5288,            0.020155,           0.0079645,          0.00040733,           0.0063865,           0.0063865,           0.0063865
                 148,            0.014927,            0.010975,          0.00035739,             0.88615,             0.77836,             0.80083,             0.51305,            0.021924,            0.007974,           0.0004077,           0.0063618,           0.0063618,           0.0063618
                 149,            0.018544,            0.011634,          0.00040983,             0.90633,             0.77414,             0.81406,             0.53747,            0.019403,            0.007921,          0.00040061,            0.006337,            0.006337,            0.006337
                 150,            0.016903,            0.011647,           0.0003822,              0.9293,                 0.8,             0.87977,             0.56121,            0.019341,           0.0078207,          0.00040213,           0.0063122,           0.0063122,           0.0063122
                 151,            0.025171,            0.011913,          0.00045327,             0.92086,                0.78,             0.83534,             0.52579,            0.020294,           0.0079106,          0.00041138,           0.0062875,           0.0062875,           0.0062875
                 152,            0.021141,            0.011127,           0.0004367,             0.87462,                0.76,             0.86057,             0.46064,            0.021274,           0.0078708,          0.00040227,           0.0062628,           0.0062628,           0.0062628
                 153,            0.015949,            0.010986,          0.00043346,             0.91075,                0.78,              0.8514,             0.55105,            0.019121,           0.0079149,          0.00041555,            0.006238,            0.006238,            0.006238
                 154,            0.020562,            0.011198,          0.00052393,              0.9444,                 0.8,             0.87157,             0.56223,             0.01889,           0.0079812,          0.00042149,           0.0062132,           0.0062132,           0.0062132
                 155,              0.0197,            0.012611,          0.00052749,             0.90371,                0.82,             0.85467,             0.54286,             0.02017,           0.0078406,          0.00043352,           0.0061885,           0.0061885,           0.0061885
                 156,            0.015201,            0.011345,          0.00036341,             0.91801,                0.82,             0.82937,             0.48798,            0.021809,           0.0080735,           0.0004327,           0.0061637,           0.0061637,           0.0061637
                 157,            0.019477,            0.011844,          0.00040431,             0.92109,                 0.8,             0.79862,              0.4766,            0.021681,           0.0081787,          0.00041467,            0.006139,            0.006139,            0.006139
